No.,pert_id,sample_id,L1(AgingScore),L2(AgingScore),L6(AgingScore),L7(AgingScore),L1(matchGenes),L2(matchGenes),L6(matchGenes),L7(matchGenes)
106,LUNG001_1HAE_24H:BRD-K82135108:10,M24,0.685438601,0.246263998,0.278963366,0.351055951,65,56,58,59
106,LUNG001_1HAE_24H:BRD-K82135108:10,I02,0.132878163,0.101480139,0.115302885,0.148265476,49,51,43,53
106,LUNG001_1HAE_24H:BRD-K82135108:10,J02,0.27356719,0.348362412,0.121434899,0.166897664,60,61,50,59
106,LUNG001_1HAE_24H:BRD-K82135108:10,H24,0.283495373,0.025531324,-0.036216667,-0.051459904,54,49,44,56
106,LUNG001_1HAE_24H:BRD-K82135108:10,I24,0.176595099,0.004139076,-0.053136338,0.075821803,54,46,47,54
106,LUNG001_1HAE_24H:BRD-K82135108:10,K24,0.340225403,0.08234965,0.054731145,0.172120662,63,50,53,57
106,LUNG001_1HAE_24H:BRD-K82135108:10,J24,0.359365661,0.132506911,0.115665085,0.420946218,65,55,49,58
106,LUNG001_1HAE_24H:BRD-K82135108:10,G24,0.56549256,0.13175259,0.256125846,0.429591516,70,52,58,62
106,LUNG001_1HAE_24H:BRD-K82135108:10,L24,0.297931706,-0.043202682,0.061592315,0.253101769,59,47,45,57
106,LUNG001_1HAE_24H:BRD-K82135108:10,N24,0.503856552,0.369987216,0.162293255,0.449317291,60,54,53,70
106,LUNG001_1HAE_24H:BRD-K82135108:10,E02,-0.248031823,-0.123800805,-0.115072161,0.202930717,45,46,49,53
106,LUNG001_1HAE_24H:BRD-K82135108:10,B24,0.229361479,0.125253334,0.066900168,0.271029195,58,61,50,63
106,LUNG001_1HAE_24H:BRD-K82135108:10,P02,0.355518457,-0.052728528,0.175871341,0.359682541,58,42,56,65
106,LUNG001_1HAE_24H:BRD-K82135108:10,K02,0.103977514,-0.051044251,0.135430549,0.103602898,47,54,54,52
106,LUNG001_1HAE_24H:BRD-K82135108:10,O24,0.0059739,-0.004028481,-0.214149551,0.325061312,50,45,42,59
106,LUNG001_1HAE_24H:BRD-K82135108:10,M02,0.387821934,0.117300311,0.256157712,0.127061132,49,63,53,56
106,LUNG001_1HAE_24H:BRD-K82135108:10,A24,0.13271896,-0.410548451,-0.008946663,0.343424876,44,39,41,63
106,LUNG001_1HAE_24H:BRD-K82135108:10,F02,0.051181024,0.059951246,0.103899232,0.205729969,57,51,47,60
106,LUNG001_1HAE_24H:BRD-K82135108:10,F24,0.189791584,-0.0176735,0.075782076,0.286640149,55,49,51,60
106,LUNG001_1HAE_24H:BRD-K82135108:10,E24,0.212406715,-0.060150698,-0.047909403,0.25436598,59,46,48,65
107,LUNG001_1HAE_24H:BRD-K58772419:10,L02,0.829293329,0.188754435,0.200230008,0.025367545,67,53,59,54
107,LUNG001_1HAE_24H:BRD-K58772419:10,C24,0.389302164,0.075226472,0.340549327,0.006948364,67,55,55,43
107,LUNG001_1HAE_24H:BRD-K58772419:10,G02,0.27803209,0.026054859,0.311997338,0.071523251,61,54,55,51
107,LUNG001_1HAE_24H:BRD-K58772419:10,D24,0.758025798,-0.166480401,0.178724836,0.135184096,69,42,54,49
107,LUNG001_1HAE_24H:BRD-K58772419:10,N02,0.640870668,0.061824667,0.212392392,0.024284107,69,50,56,49
107,LUNG001_1HAE_24H:BRD-K58772419:10,D02,0.5747252,-0.022599846,0.211017344,0.059638186,62,53,57,52
107,LUNG001_1HAE_24H:BRD-K58772419:10,C02,0.464023086,0.233239346,0.203655212,0.09849478,68,58,64,53
107,LUNG001_1HAE_24H:BRD-K58772419:10,O02,0.815651252,-0.130216962,0.278142116,0.020917188,70,45,63,47
107,LUNG001_1HAE_24H:BRD-K58772419:10,H02,0.164733729,-0.088857396,0.188776413,-0.005074938,52,42,54,45
107,LUNG001_1HAE_24H:BRD-K58772419:10,M24,0.989407749,0.290660993,0.341190437,0.113063997,69,55,59,52
107,LUNG001_1HAE_24H:BRD-K58772419:10,I02,0.361604393,0.015610794,0.068346032,-0.015369452,63,42,54,50
107,LUNG001_1HAE_24H:BRD-K58772419:10,J02,0.565507052,0.190427235,0.164879463,0.090426467,66,55,58,49
107,LUNG001_1HAE_24H:BRD-K58772419:10,H24,0.508715776,-0.109281035,0.322902805,-0.224707333,58,47,59,43
107,LUNG001_1HAE_24H:BRD-K58772419:10,I24,0.38096295,0.003348501,0.117477204,-0.219350098,65,50,54,45
107,LUNG001_1HAE_24H:BRD-K58772419:10,K24,0.59179836,0.05427555,0.09510804,0.071692252,72,54,57,49
107,LUNG001_1HAE_24H:BRD-K58772419:10,J24,0.660101576,0.089277331,0.25305601,0.200380607,66,57,55,51
107,LUNG001_1HAE_24H:BRD-K58772419:10,G24,0.944056892,-0.017654342,0.343068162,0.367583864,75,48,62,50
107,LUNG001_1HAE_24H:BRD-K58772419:10,L24,0.840671865,-0.004246277,0.112209003,0.067659223,64,47,56,50
107,LUNG001_1HAE_24H:BRD-K58772419:10,N24,0.806981483,0.247050723,0.081079841,0.35615196,74,52,57,60
107,LUNG001_1HAE_24H:BRD-K58772419:10,E02,0.144877916,-0.167609164,0.202652658,-0.034690256,53,40,53,47
107,LUNG001_1HAE_24H:BRD-K58772419:10,B24,0.582342475,0.100942592,0.182665507,0.033082657,69,56,62,50
107,LUNG001_1HAE_24H:BRD-K58772419:10,P02,0.572756627,-0.187387053,0.263573966,0.141989537,62,53,61,54
107,LUNG001_1HAE_24H:BRD-K58772419:10,K02,0.376468352,-0.134450708,0.252360196,-0.07487412,62,45,59,42
107,LUNG001_1HAE_24H:BRD-K58772419:10,O24,0.332709466,-0.026322365,-0.207657066,-0.091806925,65,47,49,47
107,LUNG001_1HAE_24H:BRD-K58772419:10,M02,0.52214913,0.029769685,0.212058961,-0.220548082,66,54,62,48
107,LUNG001_1HAE_24H:BRD-K58772419:10,A24,0.187770079,-0.404054599,0.145470817,0.196434563,51,44,55,51
107,LUNG001_1HAE_24H:BRD-K58772419:10,F02,0.36975695,0.038886749,0.281326314,-0.119619088,61,49,57,51
107,LUNG001_1HAE_24H:BRD-K58772419:10,F24,0.395346784,-0.065216832,0.239486407,-0.048653494,64,49,55,49
107,LUNG001_1HAE_24H:BRD-K58772419:10,E24,0.57591849,-0.098703012,0.074899541,0.203872995,63,40,55,47
108,LUNG001_1HAE_24H:BRD-K72420232:10,L02,0.523419219,0.580053625,-0.122866092,-0.197916169,64,63,45,40
108,LUNG001_1HAE_24H:BRD-K72420232:10,C24,0.330571991,0.562241731,-0.171511181,-0.298821372,58,65,47,40
108,LUNG001_1HAE_24H:BRD-K72420232:10,G02,0.125477997,0.493923324,-0.152881766,-0.15710394,59,57,45,51
108,LUNG001_1HAE_24H:BRD-K72420232:10,D24,0.590804356,0.270697765,-0.109298824,-0.13989258,69,56,46,45
108,LUNG001_1HAE_24H:BRD-K72420232:10,N02,0.346979947,0.536771374,-0.063237226,-0.25221586,68,64,50,47
108,LUNG001_1HAE_24H:BRD-K72420232:10,D02,0.274824767,0.44529634,-0.132115563,-0.301565733,65,63,46,43
108,LUNG001_1HAE_24H:BRD-K72420232:10,C02,0.306979593,0.625133839,-0.058465655,-0.287080363,64,65,51,41
108,LUNG001_1HAE_24H:BRD-K72420232:10,O02,0.37706258,0.337898492,0.003003741,-0.122886164,66,55,46,45
108,LUNG001_1HAE_24H:BRD-K72420232:10,H02,-0.017220208,0.428103921,-0.283259587,-0.258541722,55,56,47,43
108,LUNG001_1HAE_24H:BRD-K72420232:10,M24,0.741283388,0.5794516,0.03013183,-0.188524099,71,63,48,51
108,LUNG001_1HAE_24H:BRD-K72420232:10,I02,0.163376709,0.536168827,-0.171639802,-0.421361886,62,66,45,40
108,LUNG001_1HAE_24H:BRD-K72420232:10,J02,0.425860776,0.660502293,-0.119221766,-0.222922524,66,66,44,41
108,LUNG001_1HAE_24H:BRD-K72420232:10,H24,0.368884705,0.267112595,-0.192334906,-0.382736881,65,60,48,37
108,LUNG001_1HAE_24H:BRD-K72420232:10,I24,0.262718389,0.498833798,-0.26747607,-0.47902606,65,63,45,43
108,LUNG001_1HAE_24H:BRD-K72420232:10,K24,0.425030316,0.46143734,-0.05681729,-0.220490288,71,66,49,48
108,LUNG001_1HAE_24H:BRD-K72420232:10,J24,0.499112013,0.681781512,-0.13824673,-0.126239548,65,64,46,52
108,LUNG001_1HAE_24H:BRD-K72420232:10,G24,0.703733516,0.507302195,0.035419788,-0.089366693,73,64,49,48
108,LUNG001_1HAE_24H:BRD-K72420232:10,L24,0.507884048,0.419781722,-0.214605934,-0.294366711,65,56,44,38
108,LUNG001_1HAE_24H:BRD-K72420232:10,N24,0.646741347,0.597711504,-0.13631058,-0.026642679,70,67,46,53
108,LUNG001_1HAE_24H:BRD-K72420232:10,E02,-0.017207591,0.306605804,-0.195422084,-0.258672478,54,57,41,43
108,LUNG001_1HAE_24H:BRD-K72420232:10,B24,0.330869943,0.509252984,-0.220839148,-0.200752413,66,63,42,48
108,LUNG001_1HAE_24H:BRD-K72420232:10,P02,0.318164991,0.394763148,0.058186777,-0.106421925,62,60,49,53
108,LUNG001_1HAE_24H:BRD-K72420232:10,K02,0.130930059,0.495917848,-0.218945521,-0.319808098,58,60,48,44
108,LUNG001_1HAE_24H:BRD-K72420232:10,O24,0.089245188,0.332712984,-0.359006163,-0.235966164,58,60,38,44
108,LUNG001_1HAE_24H:BRD-K72420232:10,M02,0.365437719,0.600367054,-0.035671055,-0.358788182,67,63,46,42
108,LUNG001_1HAE_24H:BRD-K72420232:10,A24,0.120550382,0.181895603,-0.188539384,-0.026759804,57,53,44,47
108,LUNG001_1HAE_24H:BRD-K72420232:10,F02,0.273192856,0.466063081,-0.088544831,-0.204116161,55,63,48,42
108,LUNG001_1HAE_24H:BRD-K72420232:10,F24,0.399315312,0.346641968,-0.175536501,-0.210439935,65,60,48,38
108,LUNG001_1HAE_24H:BRD-K72420232:10,E24,0.412279064,0.398015848,-0.271823436,-0.208096371,66,59,40,48
109,LUNG001_1HAE_24H:BRD-K13646352:10,L02,0.424340264,0.055868885,-0.066996019,-0.035912027,66,49,39,52
109,LUNG001_1HAE_24H:BRD-K13646352:10,C24,0.142487356,-0.042317341,-0.071661047,-0.108461712,58,50,41,48
109,LUNG001_1HAE_24H:BRD-K13646352:10,G02,-0.01760088,-0.093271341,-0.002551537,0.039245093,50,45,43,52
109,LUNG001_1HAE_24H:BRD-K13646352:10,D24,0.47450833,-0.439062806,-0.060002475,-0.054171547,67,35,48,53
109,LUNG001_1HAE_24H:BRD-K13646352:10,N02,0.297576201,-0.065184427,-0.028082372,-0.088460447,61,51,44,48
109,LUNG001_1HAE_24H:BRD-K13646352:10,D02,0.19367133,-0.049669527,-0.086037341,-0.132476939,54,48,41,48
109,LUNG001_1HAE_24H:BRD-K13646352:10,C02,0.287201298,0.044309578,0.023561042,-0.140431316,67,45,52,44
109,LUNG001_1HAE_24H:BRD-K13646352:10,O02,0.333036305,-0.40681502,0.043893256,-0.018583163,61,39,48,44
109,LUNG001_1HAE_24H:BRD-K13646352:10,H02,-0.095626791,-0.324700168,-0.20690984,-0.14426004,46,32,42,44
109,LUNG001_1HAE_24H:BRD-K13646352:10,M24,0.592800601,0.0808482,0.046460456,-0.013035911,65,51,45,53
109,LUNG001_1HAE_24H:BRD-K13646352:10,I02,0.02744327,-0.06830276,-0.244969903,-0.254444492,53,45,41,41
109,LUNG001_1HAE_24H:BRD-K13646352:10,J02,0.316768289,0.135047346,-0.099560171,-0.095093933,66,49,41,45
109,LUNG001_1HAE_24H:BRD-K13646352:10,H24,0.213838691,-0.202013492,-0.11923677,-0.335537707,59,43,46,45
109,LUNG001_1HAE_24H:BRD-K13646352:10,I24,0.175507622,-0.273993227,-0.196011454,-0.303487118,57,43,45,35
109,LUNG001_1HAE_24H:BRD-K13646352:10,K24,0.303211464,-0.182245839,-0.181732865,-0.101280039,65,40,36,50
109,LUNG001_1HAE_24H:BRD-K13646352:10,J24,0.395789927,-0.087604587,-0.108472616,0.031369029,71,46,48,50
109,LUNG001_1HAE_24H:BRD-K13646352:10,G24,0.637667562,-0.134497802,0.037465065,-0.012320284,75,39,51,52
109,LUNG001_1HAE_24H:BRD-K13646352:10,L24,0.378528829,-0.202645227,-0.12811965,-0.087468632,59,39,41,47
109,LUNG001_1HAE_24H:BRD-K13646352:10,N24,0.499267412,0.087882779,-0.123938034,0.18887114,66,48,39,55
109,LUNG001_1HAE_24H:BRD-K13646352:10,E02,-0.23229445,-0.389934496,-0.046854108,-0.228126595,50,34,48,43
109,LUNG001_1HAE_24H:BRD-K13646352:10,B24,0.10026472,-0.009717545,-0.044803014,-0.098486579,62,49,41,51
109,LUNG001_1HAE_24H:BRD-K13646352:10,P02,0.24098168,-0.290699975,0.003524512,0.000500397,56,42,49,56
109,LUNG001_1HAE_24H:BRD-K13646352:10,K02,-0.039401316,-0.3351455,-0.202817677,-0.284921771,51,38,42,44
109,LUNG001_1HAE_24H:BRD-K13646352:10,O24,0.017982363,-0.232350824,-0.485573033,-0.093592248,54,39,40,46
109,LUNG001_1HAE_24H:BRD-K13646352:10,M02,0.270920404,-0.053453215,-0.037347172,-0.240538879,61,49,42,43
109,LUNG001_1HAE_24H:BRD-K13646352:10,A24,-0.002761745,-0.495126157,-0.124393721,0.00032399,48,41,45,54
109,LUNG001_1HAE_24H:BRD-K13646352:10,F02,0.029210678,-0.176695748,0.056682734,-0.049216382,55,45,48,49
109,LUNG001_1HAE_24H:BRD-K13646352:10,F24,0.232062466,-0.208666266,-0.122135925,-0.082471769,61,41,41,48
109,LUNG001_1HAE_24H:BRD-K13646352:10,E24,0.273194729,-0.217479612,-0.25548581,-0.109994616,62,42,39,52
110,LUNG001_1HAE_24H:BRD-K56064827:10,L02,0.33451817,0.309492968,0.163085663,0.023776201,58,53,48,48
110,LUNG001_1HAE_24H:BRD-K56064827:10,C24,0.060688275,0.190400797,-0.009500459,-0.117157941,54,60,50,51
110,LUNG001_1HAE_24H:BRD-K56064827:10,G02,-0.238810942,0.085343762,0.040516927,0.126221427,46,53,45,56
110,LUNG001_1HAE_24H:BRD-K56064827:10,D24,0.350958881,-0.070233644,-0.00497739,0.106208139,66,40,48,53
110,LUNG001_1HAE_24H:BRD-K56064827:10,N02,0.08049662,0.219004507,0.067641112,0.065384957,55,58,51,53
110,LUNG001_1HAE_24H:BRD-K56064827:10,D02,-0.053703289,0.059782726,-0.085003235,0.006212997,52,52,45,52
110,LUNG001_1HAE_24H:BRD-K56064827:10,C02,0.128375113,0.319469164,0.090670943,0.120070205,54,55,52,52
110,LUNG001_1HAE_24H:BRD-K56064827:10,O02,0.168750596,-0.069636103,0.168474201,0.122218168,52,53,53,51
110,LUNG001_1HAE_24H:BRD-K56064827:10,H02,-0.329069938,-0.007221453,-0.128728153,0.015870094,38,49,38,47
110,LUNG001_1HAE_24H:BRD-K56064827:10,M24,0.558608989,0.300973835,0.193603088,0.049545885,63,57,58,60
110,LUNG001_1HAE_24H:BRD-K56064827:10,I02,-0.132284305,0.189014969,-0.081541443,-0.092749463,48,51,46,48
110,LUNG001_1HAE_24H:BRD-K56064827:10,J02,0.117813496,0.330371375,-0.108594749,0.010840582,57,60,46,52
110,LUNG001_1HAE_24H:BRD-K56064827:10,H24,0.144604041,-0.026826336,-0.122647087,-0.237286252,49,56,51,47
110,LUNG001_1HAE_24H:BRD-K56064827:10,I24,-0.005160194,0.06567231,-0.111028665,-0.141284094,54,44,50,44
110,LUNG001_1HAE_24H:BRD-K56064827:10,K24,0.288962812,0.117850518,0.012123763,0.118627154,58,54,45,51
110,LUNG001_1HAE_24H:BRD-K56064827:10,J24,0.215875844,0.210269586,0.006978176,0.145092797,52,48,41,56
110,LUNG001_1HAE_24H:BRD-K56064827:10,G24,0.61517281,0.12212617,0.179133268,0.223002504,72,58,52,55
110,LUNG001_1HAE_24H:BRD-K56064827:10,L24,0.237396282,0.091787874,0.032222029,0.003715007,59,46,48,53
110,LUNG001_1HAE_24H:BRD-K56064827:10,N24,0.393208117,0.300090198,0.041373988,0.61841989,66,56,54,60
110,LUNG001_1HAE_24H:BRD-K56064827:10,E02,-0.424364559,-0.116348894,-0.109717805,-0.050077505,40,42,42,48
110,LUNG001_1HAE_24H:BRD-K56064827:10,B24,0.076547436,0.303140645,0.056133181,0.040203256,52,53,49,48
110,LUNG001_1HAE_24H:BRD-K56064827:10,P02,0.196221341,0.036311517,0.12321935,0.18778656,53,49,54,57
110,LUNG001_1HAE_24H:BRD-K56064827:10,K02,-0.233076331,0.034605407,-0.124147144,-0.077490955,45,52,52,43
110,LUNG001_1HAE_24H:BRD-K56064827:10,O24,-0.128987046,-0.031046649,-0.408673085,-0.019989802,42,46,41,47
110,LUNG001_1HAE_24H:BRD-K56064827:10,M02,0.174339485,0.223282275,0.069779223,-0.126706011,53,58,49,45
110,LUNG001_1HAE_24H:BRD-K56064827:10,A24,-0.212737967,-0.241797513,-0.189401828,0.141934401,47,43,41,54
110,LUNG001_1HAE_24H:BRD-K56064827:10,F02,-0.072799861,0.09913805,0.046680502,0.010091975,46,54,48,53
110,LUNG001_1HAE_24H:BRD-K56064827:10,F24,-0.023395212,-0.018431475,-0.049252606,0.044373763,51,43,40,50
110,LUNG001_1HAE_24H:BRD-K56064827:10,E24,0.135970205,-0.057639449,-0.210709512,0.087845099,54,48,42,63
111,LUNG001_1HAE_24H:BRD-K50168500:10,L02,0.149930996,0.483842607,-0.111862831,-0.312563354,57,66,42,46
111,LUNG001_1HAE_24H:BRD-K50168500:10,C24,-0.172004271,0.4228061,-0.067980873,-0.30762999,55,64,48,43
111,LUNG001_1HAE_24H:BRD-K50168500:10,G02,-0.234951317,0.306066216,-0.071253376,-0.380008985,44,58,51,43
111,LUNG001_1HAE_24H:BRD-K50168500:10,D24,0.236498201,0.145702606,-0.059997146,-0.279099537,62,50,47,46
111,LUNG001_1HAE_24H:BRD-K50168500:10,N02,-0.074968281,0.505091786,0.034932205,-0.404078156,51,61,48,40
111,LUNG001_1HAE_24H:BRD-K50168500:10,D02,-0.046760217,0.387223641,-0.132376655,-0.38403525,60,67,43,45
111,LUNG001_1HAE_24H:BRD-K50168500:10,C02,0.018694331,0.429808696,-0.146383332,-0.255764378,55,61,47,43
111,LUNG001_1HAE_24H:BRD-K50168500:10,O02,-0.12010853,0.189705195,-0.122619624,-0.415006395,49,55,48,41
111,LUNG001_1HAE_24H:BRD-K50168500:10,H02,-0.42774559,0.238108087,-0.272743688,-0.455549339,44,49,45,37
111,LUNG001_1HAE_24H:BRD-K50168500:10,M24,0.318801202,0.49484778,0.020638749,-0.246666862,60,63,51,45
111,LUNG001_1HAE_24H:BRD-K50168500:10,I02,-0.154839453,0.371087765,-0.087922514,-0.489462015,49,58,47,38
111,LUNG001_1HAE_24H:BRD-K50168500:10,J02,0.086335423,0.715500761,-0.116470174,-0.415158563,58,63,42,40
111,LUNG001_1HAE_24H:BRD-K50168500:10,H24,-0.090108815,0.218737394,-0.310549682,-0.44165535,54,55,47,40
111,LUNG001_1HAE_24H:BRD-K50168500:10,I24,-0.063417479,0.287243394,-0.291569728,-0.531237832,55,58,43,41
111,LUNG001_1HAE_24H:BRD-K50168500:10,K24,-0.206848713,0.297293333,-0.149042148,-0.29464943,59,57,45,42
111,LUNG001_1HAE_24H:BRD-K50168500:10,J24,0.050152209,0.502838281,-0.051108477,-0.186161823,57,60,49,40
111,LUNG001_1HAE_24H:BRD-K50168500:10,G24,0.287302401,0.44107751,0.050838895,-0.220549959,59,65,47,45
111,LUNG001_1HAE_24H:BRD-K50168500:10,L24,0.236530268,0.251533285,-0.211205907,-0.424512438,55,58,43,38
111,LUNG001_1HAE_24H:BRD-K50168500:10,N24,0.354568484,0.543589827,-0.176838875,-0.026236596,60,66,50,44
111,LUNG001_1HAE_24H:BRD-K50168500:10,E02,-0.451142908,0.137484106,-0.270082186,-0.376209606,43,55,43,41
111,LUNG001_1HAE_24H:BRD-K50168500:10,B24,0.033890177,0.438724315,-0.091976427,-0.273647845,55,62,46,43
111,LUNG001_1HAE_24H:BRD-K50168500:10,P02,0.041155789,0.20486301,-0.06835235,-0.155778162,58,53,52,46
111,LUNG001_1HAE_24H:BRD-K50168500:10,K02,-0.457443544,0.197666248,-0.10302422,-0.443576596,53,55,46,42
111,LUNG001_1HAE_24H:BRD-K50168500:10,O24,-0.20783336,0.108459183,-0.416399509,-0.457379228,48,52,40,48
111,LUNG001_1HAE_24H:BRD-K50168500:10,M02,0.064261596,0.424255785,-0.015813899,-0.407912233,54,61,46,35
111,LUNG001_1HAE_24H:BRD-K50168500:10,A24,-0.15946938,-0.060745774,-0.157161384,-0.203561043,43,51,43,50
111,LUNG001_1HAE_24H:BRD-K50168500:10,F02,-0.370718301,0.341547728,-0.159371849,-0.353412579,51,55,50,43
111,LUNG001_1HAE_24H:BRD-K50168500:10,F24,-0.026526802,0.180677671,-0.192582521,-0.378130008,54,57,47,43
111,LUNG001_1HAE_24H:BRD-K50168500:10,E24,-0.080457644,0.160176508,-0.391344111,-0.41179981,57,53,39,44
112,LUNG001_1HAE_24H:BRD-K34098590:10,L02,0.398212378,-0.073087554,-0.138029996,0.042051574,55,50,47,58
112,LUNG001_1HAE_24H:BRD-K34098590:10,C24,0.022455755,-0.17744502,0.065146633,-0.079004965,54,49,46,45
112,LUNG001_1HAE_24H:BRD-K34098590:10,G02,-0.183952787,-0.355757095,0.10332372,0.138635567,40,43,50,54
112,LUNG001_1HAE_24H:BRD-K34098590:10,D24,0.342044082,-0.52308425,-0.431472465,0.116500751,61,35,51,50
112,LUNG001_1HAE_24H:BRD-K34098590:10,N02,0.163369422,-0.057364298,-0.022614095,-0.033759615,53,46,51,48
112,LUNG001_1HAE_24H:BRD-K34098590:10,D02,0.097399344,-0.344241505,-0.194066636,0.024667952,53,38,41,49
112,LUNG001_1HAE_24H:BRD-K34098590:10,C02,0.08935105,-0.109638486,0.103508471,-0.002620856,50,43,51,51
112,LUNG001_1HAE_24H:BRD-K34098590:10,O02,0.24841381,-0.574912534,0.013010352,0.0732291,57,40,47,50
112,LUNG001_1HAE_24H:BRD-K34098590:10,H02,-0.34348994,-0.424638393,-0.160843052,-0.001310858,44,34,45,50
112,LUNG001_1HAE_24H:BRD-K34098590:10,M24,0.529586872,-0.14941808,-0.080574683,0.144787084,69,47,52,52
112,LUNG001_1HAE_24H:BRD-K34098590:10,I02,-0.004590514,-0.26238859,-0.171934982,-0.122780835,50,39,39,49
112,LUNG001_1HAE_24H:BRD-K34098590:10,J02,0.165738586,-0.14157235,-0.216515354,-0.065083765,49,45,42,46
112,LUNG001_1HAE_24H:BRD-K34098590:10,H24,0.179225242,-0.325697962,-0.156378895,-0.097038474,54,45,45,43
112,LUNG001_1HAE_24H:BRD-K34098590:10,I24,0.032045169,-0.319979966,-0.189710359,-0.165792392,55,39,46,47
112,LUNG001_1HAE_24H:BRD-K34098590:10,K24,0.24213926,-0.384778824,-0.197877385,0.043969002,61,40,49,56
112,LUNG001_1HAE_24H:BRD-K34098590:10,J24,0.242145199,-0.289680835,-0.130132691,0.324818274,60,43,48,51
112,LUNG001_1HAE_24H:BRD-K34098590:10,G24,0.547001211,-0.280485814,-0.019832541,0.114480847,63,33,56,57
112,LUNG001_1HAE_24H:BRD-K34098590:10,L24,0.499943619,-0.372555556,-0.156799853,0.153217286,53,38,46,50
112,LUNG001_1HAE_24H:BRD-K34098590:10,N24,0.398208107,-0.198208083,-0.120179107,0.230943135,59,46,55,56
112,LUNG001_1HAE_24H:BRD-K34098590:10,E02,-0.424902708,-0.514465164,-0.222664515,-0.011776582,39,37,44,45
112,LUNG001_1HAE_24H:BRD-K34098590:10,B24,0.211501133,-0.182937897,-0.043568697,-0.029753142,55,50,48,54
112,LUNG001_1HAE_24H:BRD-K34098590:10,P02,0.081429217,-0.463630695,-0.012759824,0.047814372,56,30,55,55
112,LUNG001_1HAE_24H:BRD-K34098590:10,K02,-0.119759993,-0.498813634,-0.073507297,-0.170510782,44,40,49,45
112,LUNG001_1HAE_24H:BRD-K34098590:10,O24,-0.08595547,-0.503433189,-0.474247757,0.017921637,45,34,39,53
112,LUNG001_1HAE_24H:BRD-K34098590:10,M02,0.215873106,-0.118817081,-0.022901356,-0.054153208,54,44,47,45
112,LUNG001_1HAE_24H:BRD-K34098590:10,A24,-0.206185327,-0.672154468,-0.102499625,0.087078748,45,41,41,49
112,LUNG001_1HAE_24H:BRD-K34098590:10,F02,-0.203347832,-0.32722476,-0.308981632,-0.073487931,44,40,49,50
112,LUNG001_1HAE_24H:BRD-K34098590:10,F24,0.101428083,-0.385981211,-0.119985648,0.057139217,54,36,43,53
112,LUNG001_1HAE_24H:BRD-K34098590:10,E24,0.146178908,-0.548948673,-0.268087366,0.057199369,56,37,45,49
113,LUNG001_1HAE_24H:BRD-A68631409:10,L02,0.330030542,0.208443439,0.032470061,0.079420225,53,61,51,50
113,LUNG001_1HAE_24H:BRD-A68631409:10,C24,-0.069187207,0.195233014,0.03485879,-0.087627365,51,61,46,44
113,LUNG001_1HAE_24H:BRD-A68631409:10,G02,-0.226334123,0.053169607,-0.022917715,0.125998506,46,57,49,52
113,LUNG001_1HAE_24H:BRD-A68631409:10,D24,0.359239899,0.030220655,-0.091430631,0.049156121,54,46,47,51
113,LUNG001_1HAE_24H:BRD-A68631409:10,N02,0.10599326,0.040345428,-0.000271501,0.093943435,56,60,46,48
113,LUNG001_1HAE_24H:BRD-A68631409:10,D02,0.030627378,-0.281955244,-0.053387124,-0.003060007,49,57,45,51
113,LUNG001_1HAE_24H:BRD-A68631409:10,C02,-0.065232984,0.279230827,0.193990604,-0.041558181,48,63,54,47
113,LUNG001_1HAE_24H:BRD-A68631409:10,O02,0.178102425,-0.110621005,0.150431059,-0.018886902,53,50,52,45
113,LUNG001_1HAE_24H:BRD-A68631409:10,H02,-0.175458441,-0.096709202,-0.132192548,-0.175634991,40,49,43,48
113,LUNG001_1HAE_24H:BRD-A68631409:10,M24,0.637087808,0.233648605,0.222003218,0.036677166,63,55,47,50
113,LUNG001_1HAE_24H:BRD-A68631409:10,I02,-0.086380083,0.120858155,-0.096793437,-0.162760268,44,58,46,42
113,LUNG001_1HAE_24H:BRD-A68631409:10,J02,0.124409134,0.300890287,-0.094408276,-0.037876781,56,62,46,47
113,LUNG001_1HAE_24H:BRD-A68631409:10,H24,0.083620419,-0.077252427,-0.065433415,-0.325220939,54,55,45,45
113,LUNG001_1HAE_24H:BRD-A68631409:10,I24,0.161303592,0.049528522,-0.140561777,-0.227157498,51,54,45,42
113,LUNG001_1HAE_24H:BRD-A68631409:10,K24,0.177399757,0.073419951,-0.182758491,-0.012917391,60,54,46,46
113,LUNG001_1HAE_24H:BRD-A68631409:10,J24,0.344750232,0.214434766,0.031674605,0.228371411,54,57,48,48
113,LUNG001_1HAE_24H:BRD-A68631409:10,G24,0.493193918,0.017793866,0.159279618,0.192171432,58,59,47,49
113,LUNG001_1HAE_24H:BRD-A68631409:10,L24,0.181848695,-0.037694267,-0.107459782,-0.041639158,50,52,42,44
113,LUNG001_1HAE_24H:BRD-A68631409:10,N24,0.42601442,0.326477738,-0.085173704,0.427303055,61,61,49,58
113,LUNG001_1HAE_24H:BRD-A68631409:10,E02,-0.429874886,-0.14888594,-0.062732416,-0.05096268,45,49,48,48
113,LUNG001_1HAE_24H:BRD-A68631409:10,B24,0.113047016,0.117027469,-0.045691431,-0.051286127,50,60,45,52
113,LUNG001_1HAE_24H:BRD-A68631409:10,P02,0.232911298,0.007875569,0.233958439,0.103409823,51,52,52,52
113,LUNG001_1HAE_24H:BRD-A68631409:10,K02,-0.214658082,-0.052817707,-0.167974566,-0.178409852,41,51,47,42
