No.,pert_id,sample_id,L1(AgingScore),L2(AgingScore),L6(AgingScore),L7(AgingScore),L1(matchGenes),L2(matchGenes),L6(matchGenes),L7(matchGenes)
113,LUNG001_1HAE_24H:BRD-A68631409:10,O24,-0.148613579,0.025359454,-0.403261528,-0.094419191,46,51,46,45
113,LUNG001_1HAE_24H:BRD-A68631409:10,M02,0.159715069,0.042619401,0.029673604,0.047855489,57,58,46,48
113,LUNG001_1HAE_24H:BRD-A68631409:10,A24,-0.133184349,-0.126710268,-0.067350402,0.028952497,51,48,40,56
113,LUNG001_1HAE_24H:BRD-A68631409:10,F02,-0.167683034,0.06550585,0.107958839,-0.04442277,48,54,50,51
113,LUNG001_1HAE_24H:BRD-A68631409:10,F24,0.097959525,-0.017736578,-0.002678459,0.069637678,57,53,45,50
113,LUNG001_1HAE_24H:BRD-A68631409:10,E24,0.025789678,-0.244108892,-0.207062968,-0.030115719,49,53,43,48
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,L02,0.236887376,0.484810594,-0.147395389,-0.045969275,54,59,46,46
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,C24,-0.007110509,0.319980937,-0.186661317,-0.074274293,52,65,39,47
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,G02,-0.127934229,0.352675072,-0.027673766,0.066374581,47,58,42,56
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,D24,0.225518675,0.124870522,-0.096021922,0.020277719,61,55,43,49
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,N02,0.011884294,0.368134746,0.079323765,-0.030189166,55,56,44,48
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,D02,-0.005480672,0.296724177,-0.071284283,-0.057227047,53,58,42,45
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,C02,0.07912524,0.384988635,0.0193361,0.055596659,53,59,48,56
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,O02,0.102223307,0.155260201,0.022147833,0.013593445,58,59,45,54
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,H02,-0.281492998,0.19119721,-0.201882446,-0.051946783,39,51,43,42
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,M24,0.299718827,0.44054918,0.123050727,0.002204108,61,63,51,45
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,I02,-0.020208684,0.323044824,-0.051722255,-0.12704349,46,57,38,46
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,J02,0.129726177,0.399694167,-0.155681573,-0.015385548,52,59,43,47
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,H24,-0.025923476,0.201589853,-0.1485337,-0.268150758,50,56,46,44
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,I24,-0.013917624,0.291905388,-0.17836585,-0.193539995,46,55,42,44
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,K24,0.1018637,0.325639202,0.09795611,-0.034834117,56,61,38,50
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,J24,0.136175228,0.41800544,-0.238293497,0.023836391,57,60,40,46
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,G24,0.34253593,0.429588895,0.128257398,0.045701223,62,60,48,48
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,L24,0.143106315,0.210326117,-0.068845062,-0.069765448,52,59,43,45
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,N24,0.187583623,0.480842456,-0.05891371,0.222727877,58,64,45,55
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,E02,-0.236639789,0.157280051,-0.179278546,-0.096388088,37,51,47,46
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,B24,0.110541045,0.376865234,-0.137419511,-0.016634404,56,63,38,50
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,P02,0.058596993,0.277999149,0.027876775,0.123670424,51,57,45,52
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,K02,-0.117523688,0.217657978,-0.056013258,-0.228059456,46,55,40,43
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,O24,-0.141299036,0.151250846,-0.273229341,-0.037219728,44,58,35,40
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,M02,0.085255391,0.420835688,0.144515606,-0.125804199,41,62,48,42
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,A24,-0.065518997,0.007989707,-0.219307833,0.010178331,40,52,40,49
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,F02,-0.064964039,0.367677917,0.134380902,-0.042186376,47,57,41,49
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,F24,0.075886072,0.203647354,-0.188397781,-0.040448643,55,61,40,49
114,LUNG001_1HAE_24H:BRD-A19500257:0.04,E24,0.034323684,0.102191801,-0.162978694,-0.02568939,51,50,36,53
115,LUNG001_1HAE_24H:BRD-K50720187:10,L02,0.437552302,0.221628262,0.226021477,0.057666887,58,58,49,55
115,LUNG001_1HAE_24H:BRD-K50720187:10,C24,0.107779707,0.227914347,0.159500292,-0.09034952,59,57,52,49
115,LUNG001_1HAE_24H:BRD-K50720187:10,G02,-0.03138003,0.11786966,0.119592883,0.092139064,50,52,56,54
115,LUNG001_1HAE_24H:BRD-K50720187:10,D24,0.182465604,-0.185609177,0.021053849,0.166681935,62,47,59,58
115,LUNG001_1HAE_24H:BRD-K50720187:10,N02,0.110629628,0.25640978,0.170109988,-0.000708854,56,53,55,49
115,LUNG001_1HAE_24H:BRD-K50720187:10,D02,0.274635625,0.089296843,0.130617866,0.024406467,47,53,51,54
115,LUNG001_1HAE_24H:BRD-K50720187:10,C02,0.227439438,0.242066986,0.152538468,0.057226531,55,58,57,52
115,LUNG001_1HAE_24H:BRD-K50720187:10,O02,0.292645382,-0.080476371,0.204326472,0.133515617,55,52,53,55
115,LUNG001_1HAE_24H:BRD-K50720187:10,H02,-0.091639245,-0.054760074,0.00340529,-0.024488045,40,44,48,52
115,LUNG001_1HAE_24H:BRD-K50720187:10,M24,0.509853934,0.280886901,0.333033201,0.088056204,65,57,60,53
115,LUNG001_1HAE_24H:BRD-K50720187:10,I02,0.033202808,0.146278881,-0.022043806,-0.162054602,49,58,48,44
115,LUNG001_1HAE_24H:BRD-K50720187:10,J02,0.275631656,0.328983961,0.017184192,-0.014843934,58,59,52,52
115,LUNG001_1HAE_24H:BRD-K50720187:10,H24,0.129475134,0.011431737,0.077661721,-0.245470198,54,49,49,49
115,LUNG001_1HAE_24H:BRD-K50720187:10,I24,0.060623694,0.04466011,0.017927606,-0.143685471,57,56,53,51
115,LUNG001_1HAE_24H:BRD-K50720187:10,K24,0.264742831,0.175949205,0.134218079,0.093852293,62,52,53,54
115,LUNG001_1HAE_24H:BRD-K50720187:10,J24,0.338803832,0.088297315,0.184744264,0.124927457,59,54,52,56
115,LUNG001_1HAE_24H:BRD-K50720187:10,G24,0.591017794,0.222944283,0.304223321,0.154403497,71,52,58,55
115,LUNG001_1HAE_24H:BRD-K50720187:10,L24,0.325444117,0.075891548,0.139701089,-0.002271687,65,50,53,50
115,LUNG001_1HAE_24H:BRD-K50720187:10,N24,0.390402963,0.207664292,0.12830224,0.304311081,64,59,58,63
115,LUNG001_1HAE_24H:BRD-K50720187:10,E02,-0.274255826,-0.093406784,0.018563126,-0.079300924,37,45,51,48
115,LUNG001_1HAE_24H:BRD-K50720187:10,B24,0.253613034,0.216643619,0.083248856,0.032399078,52,56,52,55
115,LUNG001_1HAE_24H:BRD-K50720187:10,P02,0.205772229,-0.019073688,0.227578728,0.17215669,55,51,63,59
115,LUNG001_1HAE_24H:BRD-K50720187:10,K02,0.04235616,-0.005093885,0.082693527,-0.095194441,56,53,51,41
115,LUNG001_1HAE_24H:BRD-K50720187:10,O24,-0.009446495,-0.046644639,-0.207617197,-0.054627449,53,48,45,45
115,LUNG001_1HAE_24H:BRD-K50720187:10,M02,0.262088067,0.149902317,0.158155038,-0.121230912,56,59,53,47
115,LUNG001_1HAE_24H:BRD-K50720187:10,A24,-0.029714377,-0.257216519,0.062002473,0.069865169,50,44,53,56
115,LUNG001_1HAE_24H:BRD-K50720187:10,F02,0.075231883,0.100745662,0.186827081,0.032661609,54,54,52,48
115,LUNG001_1HAE_24H:BRD-K50720187:10,F24,0.165045065,-0.019973795,0.121123623,0.002920034,53,49,46,52
115,LUNG001_1HAE_24H:BRD-K50720187:10,E24,0.260417683,-0.101835884,-0.088367785,0.105381452,48,42,50,55
116,LUNG001_1HAE_24H:BRD-K22010301:10,L02,0.270703924,0.082468789,-0.029040265,0.320158849,63,52,43,56
116,LUNG001_1HAE_24H:BRD-K22010301:10,C24,0.008586247,0.091549358,0.02915977,0.061255348,50,51,44,51
116,LUNG001_1HAE_24H:BRD-K22010301:10,G02,-0.16545416,-0.010221757,0.106429401,0.340927086,40,51,48,52
116,LUNG001_1HAE_24H:BRD-K22010301:10,D24,0.2638479,-0.390346052,-0.010198487,0.246109665,57,38,51,57
116,LUNG001_1HAE_24H:BRD-K22010301:10,N02,0.272107613,-0.004020338,0.035199855,0.230100657,51,49,47,53
116,LUNG001_1HAE_24H:BRD-K22010301:10,D02,0.141219242,-0.054578332,0.01642561,0.208738937,52,47,45,55
116,LUNG001_1HAE_24H:BRD-K22010301:10,C02,0.068554349,0.065170211,0.185010432,0.207234459,56,49,49,57
116,LUNG001_1HAE_24H:BRD-K22010301:10,O02,0.164513843,-0.305230396,0.206527822,0.229915012,55,46,50,54
116,LUNG001_1HAE_24H:BRD-K22010301:10,H02,-0.159372074,-0.179168628,-0.045863342,0.178513469,37,43,51,54
116,LUNG001_1HAE_24H:BRD-K22010301:10,M24,0.453661984,0.096402813,0.096956645,0.269076146,67,56,56,61
116,LUNG001_1HAE_24H:BRD-K22010301:10,I02,-0.030530578,-0.049702791,-0.040780838,0.207420488,47,45,45,48
116,LUNG001_1HAE_24H:BRD-K22010301:10,J02,0.16310349,0.111894624,-0.086478305,0.160891502,54,53,44,54
116,LUNG001_1HAE_24H:BRD-K22010301:10,H24,0.083790735,-0.257300491,-0.007134497,0.017418042,46,43,45,52
116,LUNG001_1HAE_24H:BRD-K22010301:10,I24,0.013540771,-0.142541542,-0.134210546,0.027738279,53,47,46,51
116,LUNG001_1HAE_24H:BRD-K22010301:10,K24,0.283303255,-0.116906578,-0.115641443,0.298354993,60,41,45,55
116,LUNG001_1HAE_24H:BRD-K22010301:10,J24,0.195569791,0.013281084,0.057911894,0.323540109,57,44,50,55
116,LUNG001_1HAE_24H:BRD-K22010301:10,G24,0.425541875,-0.03875994,0.365874365,0.388055425,63,43,52,62
116,LUNG001_1HAE_24H:BRD-K22010301:10,L24,0.303461281,-0.228654181,-0.164807347,0.205606945,62,46,45,52
116,LUNG001_1HAE_24H:BRD-K22010301:10,N24,0.347289859,0.169866776,-0.045011998,0.477897537,61,54,52,61
116,LUNG001_1HAE_24H:BRD-K22010301:10,E02,-0.389856189,-0.269972149,-0.125839512,0.000418037,41,42,41,55
116,LUNG001_1HAE_24H:BRD-K22010301:10,B24,0.197770316,0.093107266,0.029622555,0.158503,52,51,50,56
116,LUNG001_1HAE_24H:BRD-K22010301:10,P02,0.180150671,-0.20806034,0.100750508,0.345999253,57,49,54,58
116,LUNG001_1HAE_24H:BRD-K22010301:10,K02,-0.050944666,-0.231885506,-0.123615951,0.0615939,47,36,46,45
116,LUNG001_1HAE_24H:BRD-K22010301:10,O24,-0.113358493,-0.216338281,-0.370238738,0.207037334,51,42,36,50
116,LUNG001_1HAE_24H:BRD-K22010301:10,M02,0.302180626,0.009024299,0.101958377,0.111213198,52,52,54,56
116,LUNG001_1HAE_24H:BRD-K22010301:10,A24,-0.127397755,-0.613236729,-0.050023816,0.259784043,48,42,45,62
116,LUNG001_1HAE_24H:BRD-K22010301:10,F02,-0.126646576,-0.057967131,0.101165813,0.102645949,43,46,51,55
116,LUNG001_1HAE_24H:BRD-K22010301:10,F24,0.204072479,-0.178682983,-0.034035722,0.210091529,54,45,45,52
116,LUNG001_1HAE_24H:BRD-K22010301:10,E24,0.071103758,-0.368268183,-0.156266503,0.21748273,56,39,40,60
117,LUNG001_1HAE_24H:BRD-K07881437:10,L02,0.712696622,0.314548715,0.085702791,0.143577858,63,56,46,55
117,LUNG001_1HAE_24H:BRD-K07881437:10,C24,0.41751772,0.19862223,0.075014576,-0.038316466,59,60,54,52
117,LUNG001_1HAE_24H:BRD-K07881437:10,G02,0.253676531,0.092618293,0.139514694,0.19938755,57,45,49,59
117,LUNG001_1HAE_24H:BRD-K07881437:10,D24,0.674148083,-0.127866083,0.096858749,0.158306422,69,45,50,56
117,LUNG001_1HAE_24H:BRD-K07881437:10,N02,0.553009504,0.079702015,0.166179512,0.054904101,63,54,53,51
117,LUNG001_1HAE_24H:BRD-K07881437:10,D02,0.456281957,0.006090341,0.013791819,0.052629523,67,48,42,56
117,LUNG001_1HAE_24H:BRD-K07881437:10,C02,0.46818221,0.35536898,0.157340927,0.09488715,60,56,55,58
117,LUNG001_1HAE_24H:BRD-K07881437:10,O02,0.59506971,-0.089493459,0.268004682,0.126664223,64,49,57,53
117,LUNG001_1HAE_24H:BRD-K07881437:10,H02,-0.040190281,-0.079040363,-0.042689459,0.094700018,53,43,47,54
117,LUNG001_1HAE_24H:BRD-K07881437:10,M24,0.797016469,0.281226117,0.231177702,0.057738732,68,58,47,58
117,LUNG001_1HAE_24H:BRD-K07881437:10,I02,0.392154452,0.173958471,-0.0163402,-0.011549801,56,54,52,47
117,LUNG001_1HAE_24H:BRD-K07881437:10,J02,0.568879647,0.324006684,0.049915963,0.087479369,62,52,46,52
117,LUNG001_1HAE_24H:BRD-K07881437:10,H24,0.377420147,0.01355986,-0.013638706,-0.257024279,56,50,48,45
117,LUNG001_1HAE_24H:BRD-K07881437:10,I24,0.378172681,-0.126428085,-0.03357379,-0.134870042,59,47,44,47
117,LUNG001_1HAE_24H:BRD-K07881437:10,K24,0.553257039,0.142903867,0.03554776,0.091777458,65,51,46,53
117,LUNG001_1HAE_24H:BRD-K07881437:10,J24,0.591205271,0.293922229,0.135158356,0.248439605,57,55,53,52
117,LUNG001_1HAE_24H:BRD-K07881437:10,G24,0.964384177,0.172840387,0.234903831,0.253774583,72,50,56,56
117,LUNG001_1HAE_24H:BRD-K07881437:10,L24,0.532353821,-0.055603151,0.338483029,0.006425746,63,52,46,49
117,LUNG001_1HAE_24H:BRD-K07881437:10,N24,0.714354449,0.313987056,0.19943154,0.366738235,62,57,54,62
117,LUNG001_1HAE_24H:BRD-K07881437:10,E02,-0.022501989,-0.157936399,-0.068988493,0.081792548,49,41,52,47
117,LUNG001_1HAE_24H:BRD-K07881437:10,B24,0.534064942,0.293962768,0.120393032,0.039649587,59,51,52,54
117,LUNG001_1HAE_24H:BRD-K07881437:10,P02,0.348614219,0.020473496,0.271326407,0.209835347,62,45,54,57
117,LUNG001_1HAE_24H:BRD-K07881437:10,K02,0.293656839,-0.096616205,-0.013274986,-0.112817049,55,52,48,46
117,LUNG001_1HAE_24H:BRD-K07881437:10,O24,0.275573127,-0.002430042,-0.230819179,0.046248098,52,47,45,54
117,LUNG001_1HAE_24H:BRD-K07881437:10,M02,0.562836674,0.099000742,0.122941705,-0.022310585,59,58,53,49
117,LUNG001_1HAE_24H:BRD-K07881437:10,A24,0.199817618,-0.349186365,-0.060436221,0.167508676,57,40,42,52
117,LUNG001_1HAE_24H:BRD-K07881437:10,F02,0.267499467,0.057161711,0.077214792,0.031789869,56,46,51,57
117,LUNG001_1HAE_24H:BRD-K07881437:10,F24,0.400437793,-0.021994862,0.00861959,0.201226393,62,50,47,54
117,LUNG001_1HAE_24H:BRD-K07881437:10,E24,0.519842666,-0.146100579,-0.203928368,0.002606055,57,44,44,53
118,LUNG001_1HAE_24H:BRD-A07780951:10,L02,0.215380585,0.315601148,-0.068260074,0.070132757,50,55,45,49
118,LUNG001_1HAE_24H:BRD-A07780951:10,C24,-0.071820322,0.21318107,0.025248598,-0.016265694,45,61,46,47
118,LUNG001_1HAE_24H:BRD-A07780951:10,G02,-0.353658372,0.086543331,-0.083860748,0.23114581,42,54,50,51
118,LUNG001_1HAE_24H:BRD-A07780951:10,D24,0.364681739,-0.132502087,-0.245777647,0.098191939,62,44,47,54
118,LUNG001_1HAE_24H:BRD-A07780951:10,N02,-0.092277555,0.202523634,-0.012414528,0.080033746,50,55,48,48
118,LUNG001_1HAE_24H:BRD-A07780951:10,D02,0.031709125,0.067080576,-0.11760641,0.06530164,50,53,41,47
118,LUNG001_1HAE_24H:BRD-A07780951:10,C02,-0.020755634,0.301912055,-0.021857081,0.078983695,48,56,52,55
118,LUNG001_1HAE_24H:BRD-A07780951:10,O02,0.154305316,-0.138984305,0.025969893,0.163143173,52,50,50,54
118,LUNG001_1HAE_24H:BRD-A07780951:10,H02,-0.325905762,-0.149392593,-0.164150911,0.103766723,42,47,40,49
118,LUNG001_1HAE_24H:BRD-A07780951:10,M24,0.508671122,0.298485712,0.076034724,0.139653578,63,59,48,63
118,LUNG001_1HAE_24H:BRD-A07780951:10,I02,-0.22709667,0.105544695,-0.111599909,-0.122657853,49,54,47,45
118,LUNG001_1HAE_24H:BRD-A07780951:10,J02,-0.071303378,0.304186566,-0.104660233,0.024186443,59,62,44,50
118,LUNG001_1HAE_24H:BRD-A07780951:10,H24,0.06821106,-0.002455837,-0.188701056,-0.246311795,53,52,43,47
118,LUNG001_1HAE_24H:BRD-A07780951:10,I24,-0.052632806,0.107561236,-0.225345033,-0.208194573,49,52,44,40
118,LUNG001_1HAE_24H:BRD-A07780951:10,K24,0.183277552,-0.041804142,-0.13366576,0.189725683,64,57,43,53
118,LUNG001_1HAE_24H:BRD-A07780951:10,J24,0.199869546,0.169595248,-0.022776705,0.256668437,58,54,43,52
118,LUNG001_1HAE_24H:BRD-A07780951:10,G24,0.44437574,0.165692232,0.1458795,0.179023207,60,54,50,52
118,LUNG001_1HAE_24H:BRD-A07780951:10,L24,0.254558597,-0.044412484,-0.116184049,0.045763424,54,56,43,47
118,LUNG001_1HAE_24H:BRD-A07780951:10,N24,0.355026652,0.262983891,-0.03392746,0.381783045,62,57,49,60
118,LUNG001_1HAE_24H:BRD-A07780951:10,E02,-0.433334391,-0.220265701,-0.125560384,-0.052190306,42,43,46,44
118,LUNG001_1HAE_24H:BRD-A07780951:10,B24,0.082511461,0.246101043,-0.1289477,0.092069494,49,61,47,52
118,LUNG001_1HAE_24H:BRD-A07780951:10,P02,0.011349107,-0.020118081,0.111592879,0.253032597,53,49,53,52
118,LUNG001_1HAE_24H:BRD-A07780951:10,K02,-0.191990637,-0.043816572,-0.12361071,-0.108456129,43,52,39,45
118,LUNG001_1HAE_24H:BRD-A07780951:10,O24,-0.278066151,-0.106356299,-0.38829398,0.034793174,44,52,39,50
118,LUNG001_1HAE_24H:BRD-A07780951:10,M02,0.126760974,0.158809986,0.031047935,0.00617571,49,58,51,55
118,LUNG001_1HAE_24H:BRD-A07780951:10,A24,-0.258076024,-0.368066525,-0.116183897,0.232055232,48,44,49,56
118,LUNG001_1HAE_24H:BRD-A07780951:10,F02,-0.233378466,0.096073198,0.013045337,-0.025961271,47,51,45,55
118,LUNG001_1HAE_24H:BRD-A07780951:10,F24,0.014533143,0.026762941,-0.071543867,0.002232445,55,54,43,50
118,LUNG001_1HAE_24H:BRD-A07780951:10,E24,0.03374089,-0.16303701,-0.250987888,-0.003595386,52,50,34,56
119,LUNG001_1HAE_24H:BRD-A26002865:10,L02,0.646757134,-0.149469046,1.163358653,0.036225671,55,48,58,50
119,LUNG001_1HAE_24H:BRD-A26002865:10,C24,0.321150828,-0.027197692,1.007887668,-0.165136242,53,50,66,42
119,LUNG001_1HAE_24H:BRD-A26002865:10,G02,0.202452857,-0.347773838,1.167249795,0.241040624,52,42,60,50
119,LUNG001_1HAE_24H:BRD-A26002865:10,D24,0.491889915,-0.538887321,1.036254172,0.139296797,55,48,60,52
119,LUNG001_1HAE_24H:BRD-A26002865:10,N02,0.36664297,-1.345646848,1.17319011,0.048511617,55,52,57,49
119,LUNG001_1HAE_24H:BRD-A26002865:10,D02,0.341936919,-0.177686825,0.889268016,-0.062136626,52,51,63,51
119,LUNG001_1HAE_24H:BRD-A26002865:10,C02,0.362623986,-0.068090329,0.974824397,0.128603717,50,51,62,52
119,LUNG001_1HAE_24H:BRD-A26002865:10,O02,0.096529623,-0.584918451,1.071941998,0.1805536,53,48,66,47
119,LUNG001_1HAE_24H:BRD-A26002865:10,H02,-0.150741647,-0.411562294,0.876767348,0.007878164,50,47,58,47
119,LUNG001_1HAE_24H:BRD-A26002865:10,M24,0.64885255,0.053761193,1.290088934,-0.003317827,59,54,62,52
119,LUNG001_1HAE_24H:BRD-A26002865:10,I02,0.249334009,-0.232681095,1.021225286,-0.054201455,52,48,60,45
119,LUNG001_1HAE_24H:BRD-A26002865:10,J02,0.359826051,-0.018618757,0.993071245,-0.050083645,56,56,60,48
119,LUNG001_1HAE_24H:BRD-A26002865:10,H24,0.187021802,-0.222423554,0.918050726,-0.296727083,62,51,61,47
119,LUNG001_1HAE_24H:BRD-A26002865:10,I24,0.2154741,-0.310275405,0.934013378,-0.255715408,54,52,62,41
119,LUNG001_1HAE_24H:BRD-A26002865:10,K24,0.467958428,-0.103661766,0.89468433,0.037913836,52,52,65,52
119,LUNG001_1HAE_24H:BRD-A26002865:10,J24,0.436608355,-0.307769063,1.067460886,-0.097512641,53,50,65,49
119,LUNG001_1HAE_24H:BRD-A26002865:10,G24,0.629787509,-0.245391169,1.330966415,0.033221807,59,52,63,47
119,LUNG001_1HAE_24H:BRD-A26002865:10,L24,0.696058581,-0.387355808,1.24788739,0.02892219,52,46,63,46
119,LUNG001_1HAE_24H:BRD-A26002865:10,N24,0.579764688,-0.397874545,0.981879747,0.317382079,54,51,64,50
119,LUNG001_1HAE_24H:BRD-A26002865:10,E02,-0.21551295,-0.508109678,0.766747054,-0.184744965,44,47,65,47
119,LUNG001_1HAE_24H:BRD-A26002865:10,B24,0.393366711,-0.133374116,1.146127698,-0.070822228,49,53,63,46
119,LUNG001_1HAE_24H:BRD-A26002865:10,P02,0.262154834,-0.389964533,0.896053137,0.071544989,52,48,71,51
119,LUNG001_1HAE_24H:BRD-A26002865:10,K02,-0.016712548,-0.652263234,0.997341936,-0.188395921,50,51,62,45
119,LUNG001_1HAE_24H:BRD-A26002865:10,O24,0.079254106,-0.545385091,0.652931138,-0.156673378,49,43,63,48
119,LUNG001_1HAE_24H:BRD-A26002865:10,M02,0.462815396,-0.237506369,1.216228784,-0.071403391,56,54,64,48
119,LUNG001_1HAE_24H:BRD-A26002865:10,A24,0.086850831,-0.968086327,0.785275927,0.047184944,47,40,59,51
119,LUNG001_1HAE_24H:BRD-A26002865:10,F02,0.201042346,-0.37407619,1.159334342,0.082335688,50,52,62,44
119,LUNG001_1HAE_24H:BRD-A26002865:10,F24,0.30503721,-0.440240293,0.927191252,-0.10857959,50,47,65,48
119,LUNG001_1HAE_24H:BRD-A26002865:10,E24,0.247918152,-0.156205131,0.744499514,0.005042651,52,50,60,49
120,LUNG001_1HAE_24H:BRD-K52522949:10,L02,0.23449224,1.341846691,-0.117221393,-0.48875127,52,60,47,43
120,LUNG001_1HAE_24H:BRD-K52522949:10,C24,-0.103470323,0.634251807,-0.042828274,-0.461005447,51,63,53,41
120,LUNG001_1HAE_24H:BRD-K52522949:10,G02,-0.373713655,0.717441171,-0.202388776,-0.27023861,43,56,48,40
120,LUNG001_1HAE_24H:BRD-K52522949:10,D24,0.199068164,0.30513752,0.028241472,-0.291301034,61,54,50,41
120,LUNG001_1HAE_24H:BRD-K52522949:10,N02,-0.206874249,0.797745391,-0.36383605,-0.514460653,51,67,48,44
120,LUNG001_1HAE_24H:BRD-K52522949:10,D02,-0.040493764,0.549039429,-0.174930039,-0.61250721,55,59,48,40
120,LUNG001_1HAE_24H:BRD-K52522949:10,C02,-0.135862803,1.054850829,-0.132233126,-0.429312604,49,54,47,37
120,LUNG001_1HAE_24H:BRD-K52522949:10,O02,0.103006427,0.347317749,-0.119188255,-0.444284414,54,52,50,43
120,LUNG001_1HAE_24H:BRD-K52522949:10,H02,-0.522980575,0.485568438,-0.321565434,-0.542805881,46,53,45,41
120,LUNG001_1HAE_24H:BRD-K52522949:10,M24,0.457560772,0.577203644,0.183892873,-0.505749259,61,68,51,44
120,LUNG001_1HAE_24H:BRD-K52522949:10,I02,-0.24652352,0.559254393,-0.258722514,-0.746869074,51,60,44,38
120,LUNG001_1HAE_24H:BRD-K52522949:10,J02,-0.052284624,1.04054024,-0.076949383,-0.506389908,51,63,50,39
120,LUNG001_1HAE_24H:BRD-K52522949:10,H24,-0.084589387,0.35318512,-0.014382631,-0.703159002,54,54,44,39
120,LUNG001_1HAE_24H:BRD-K52522949:10,I24,-0.182208251,0.460926352,-0.248243309,-0.751622014,49,62,47,33
120,LUNG001_1HAE_24H:BRD-K52522949:10,K24,0.113710796,0.658276094,0.002828347,-0.394023033,56,58,50,40
120,LUNG001_1HAE_24H:BRD-K52522949:10,J24,-0.075697755,0.867648117,0.084242412,-0.363972641,56,60,48,41
120,LUNG001_1HAE_24H:BRD-K52522949:10,G24,0.290332119,0.83101312,-0.0149457,-0.335507639,57,61,51,43
120,LUNG001_1HAE_24H:BRD-K52522949:10,L24,0.066027719,0.472733906,-0.220405165,-0.436680481,57,58,51,40
120,LUNG001_1HAE_24H:BRD-K52522949:10,N24,0.213038697,1.035391808,-0.211948664,-0.226867554,54,62,49,43
120,LUNG001_1HAE_24H:BRD-K52522949:10,E02,-0.631079026,0.400234813,-0.440193152,-0.503044752,40,54,44,41
120,LUNG001_1HAE_24H:BRD-K52522949:10,B24,-0.012639936,0.811763265,-0.108805905,-0.67728934,57,65,50,37
120,LUNG001_1HAE_24H:BRD-K52522949:10,P02,-0.104301582,0.421311167,0.159071775,-0.507673948,51,57,57,44
120,LUNG001_1HAE_24H:BRD-K52522949:10,K02,-0.317887311,0.721223799,-0.171566046,-0.861976935,51,57,50,37
120,LUNG001_1HAE_24H:BRD-K52522949:10,O24,-0.244409323,0.467322004,-0.373956587,-0.523294609,45,60,41,44
120,LUNG001_1HAE_24H:BRD-K52522949:10,M02,0.062768499,0.768778131,0.196328265,-0.776577828,46,59,48,42
120,LUNG001_1HAE_24H:BRD-K52522949:10,A24,-0.448047668,0.191726457,-0.129864985,-0.334583465,42,54,46,41
120,LUNG001_1HAE_24H:BRD-K52522949:10,F02,-0.357156427,0.840323315,-0.250173686,-0.328243668,51,53,49,41
120,LUNG001_1HAE_24H:BRD-K52522949:10,F24,-0.102861787,0.416675562,-0.09629416,-0.59095289,54,55,46,42
120,LUNG001_1HAE_24H:BRD-K52522949:10,E24,0.119175045,0.40488707,-0.349229405,-0.394046759,49,57,50,42
121,LUNG001_1HAE_24H:BRD-K55966568:10,L02,0.34090189,0.144153014,0.044663412,0.057656543,61,52,41,53
121,LUNG001_1HAE_24H:BRD-K55966568:10,C24,0.043985738,0.2014269,0.356272412,-0.002470206,54,53,46,45
121,LUNG001_1HAE_24H:BRD-K55966568:10,G02,-0.086139644,0.15123101,0.001581691,0.142909839,46,50,46,57
121,LUNG001_1HAE_24H:BRD-K55966568:10,D24,0.401938683,-0.106198289,-0.040122355,0.132491207,61,45,44,52
121,LUNG001_1HAE_24H:BRD-K55966568:10,N02,0.130392327,0.101358077,0.06650344,0.043881578,56,52,47,54
121,LUNG001_1HAE_24H:BRD-K55966568:10,D02,0.11625155,-0.0598898,-0.088725605,-0.060249769,55,44,49,50
